id,account_id,status,created_at,updated_at
183,82,completed,2012-07-02 00:08:38,2012-07-02 00:08:38
184,88,completed,2012-07-02 01:15:50,2012-07-02 01:15:50
185,88,completed,2012-07-02 01:20:51,2012-07-02 01:20:51
186,88,completed,2012-07-02 01:21:01,2012-07-02 01:21:01
187,88,completed,2012-07-02 01:24:22,2012-07-02 01:24:22
188,88,completed,2012-07-02 01:24:32,2012-07-02 01:24:32
189,88,completed,2012-07-02 01:24:41,2012-07-02 01:24:41
190,88,completed,2012-07-02 01:24:51,2012-07-02 01:24:51
191,88,completed,2012-07-02 01:25:00,2012-07-02 01:25:00
192,88,completed,2012-07-02 01:25:09,2012-07-02 01:25:09
193,88,completed,2012-07-02 01:25:19,2012-07-02 01:25:19
194,88,completed,2012-07-02 01:25:29,2012-07-02 01:25:29
195,88,completed,2012-07-02 01:25:39,2012-07-02 01:25:39
196,88,completed,2012-07-02 01:25:48,2012-07-02 01:25:48
197,88,completed,2012-07-02 01:25:58,2012-07-02 01:25:58
198,88,completed,2012-07-02 01:26:10,2012-07-02 01:26:10
199,88,completed,2012-07-02 01:26:22,2012-07-02 01:26:22
200,88,completed,2012-07-02 01:26:31,2012-07-02 01:26:31
201,88,completed,2012-07-02 01:26:52,2012-07-02 01:26:52
202,88,completed,2012-07-02 01:27:02,2012-07-02 01:27:02
203,88,completed,2012-07-02 01:27:12,2012-07-02 01:27:12
204,88,completed,2012-07-02 01:27:22,2012-07-02 01:27:22
205,88,completed,2012-07-02 01:27:32,2012-07-02 01:27:32
206,88,completed,2012-07-02 01:27:41,2012-07-02 01:27:41
207,88,completed,2012-07-02 01:27:50,2012-07-02 01:27:50
208,88,completed,2012-07-02 01:28:00,2012-07-02 01:28:00
209,88,completed,2012-07-02 01:28:09,2012-07-02 01:28:09
210,88,completed,2012-07-02 01:28:18,2012-07-02 01:28:18
211,88,completed,2012-07-02 01:28:27,2012-07-02 01:28:27
212,88,completed,2012-07-02 01:28:41,2012-07-02 01:28:41
213,88,completed,2012-07-02 01:28:51,2012-07-02 01:28:51
214,88,completed,2012-07-02 01:29:03,2012-07-02 01:29:03
215,88,completed,2012-07-02 01:29:12,2012-07-02 01:29:12
216,88,completed,2012-07-02 01:29:23,2012-07-02 01:29:23
217,88,completed,2012-07-02 01:29:35,2012-07-02 01:29:35
218,88,completed,2012-07-02 01:29:46,2012-07-02 01:29:46
219,88,completed,2012-07-02 01:29:56,2012-07-02 01:29:56
220,88,completed,2012-07-02 01:30:08,2012-07-02 01:30:08
221,88,completed,2012-07-02 01:30:17,2012-07-02 01:30:17
222,88,completed,2012-07-02 01:30:38,2012-07-02 01:30:38
223,88,completed,2012-07-02 01:30:49,2012-07-02 01:30:49
224,88,completed,2012-07-02 01:31:01,2012-07-02 01:31:01
225,88,completed,2012-07-02 01:31:11,2012-07-02 01:31:11
226,88,completed,2012-07-02 01:31:20,2012-07-02 01:31:20
227,88,completed,2012-07-02 01:31:30,2012-07-02 01:31:30
228,88,completed,2012-07-02 01:31:40,2012-07-02 01:31:40
229,88,completed,2012-07-02 01:31:50,2012-07-02 01:31:50
230,88,completed,2012-07-02 01:32:00,2012-07-02 01:32:00
231,88,completed,2012-07-02 01:32:12,2012-07-02 01:32:12
232,88,completed,2012-07-02 01:32:22,2012-07-02 01:32:22
233,88,completed,2012-07-02 01:32:33,2012-07-02 01:32:33
234,88,completed,2012-07-02 01:32:44,2012-07-02 01:32:44
235,88,completed,2012-07-02 01:32:52,2012-07-02 01:32:52
236,88,completed,2012-07-02 01:33:02,2012-07-02 01:33:02
237,88,completed,2012-07-02 01:33:11,2012-07-02 01:33:11
238,88,completed,2012-07-02 01:33:21,2012-07-02 01:33:21
239,88,completed,2012-07-02 01:33:30,2012-07-02 01:33:30
240,88,completed,2012-07-02 01:33:39,2012-07-02 01:33:39
241,88,completed,2012-07-02 01:33:51,2012-07-02 01:33:51
242,88,completed,2012-07-02 01:34:01,2012-07-02 01:34:01
243,88,completed,2012-07-02 01:34:11,2012-07-02 01:34:11
244,88,completed,2012-07-02 01:34:22,2012-07-02 01:34:22
245,88,completed,2012-07-02 01:34:32,2012-07-02 01:34:32
246,88,completed,2012-07-02 01:34:43,2012-07-02 01:34:43
247,88,completed,2012-07-02 01:34:52,2012-07-02 01:34:52
248,88,completed,2012-07-02 01:35:01,2012-07-02 01:35:01
249,88,completed,2012-07-02 01:35:15,2012-07-02 01:35:15
250,88,completed,2012-07-02 01:35:58,2012-07-02 01:35:58
251,88,completed,2012-07-02 01:36:07,2012-07-02 01:36:07
252,88,completed,2012-07-02 01:36:17,2012-07-02 01:36:17
253,88,completed,2012-07-02 01:36:26,2012-07-02 01:36:26
254,88,completed,2012-07-02 01:36:38,2012-07-02 01:36:38
255,88,completed,2012-07-02 01:36:50,2012-07-02 01:36:50
256,88,completed,2012-07-02 01:36:59,2012-07-02 01:36:59
257,88,completed,2012-07-02 01:37:09,2012-07-02 01:37:09
258,88,completed,2012-07-02 01:37:27,2012-07-02 01:37:27
259,88,completed,2012-07-02 01:37:40,2012-07-02 01:37:40
260,88,completed,2012-07-02 01:37:53,2012-07-02 01:37:53
261,88,completed,2012-07-02 01:38:02,2012-07-02 01:38:02
262,88,completed,2012-07-02 01:38:11,2012-07-02 01:38:11
263,88,completed,2012-07-02 01:38:25,2012-07-02 01:38:25
264,88,completed,2012-07-02 01:38:35,2012-07-02 01:38:35
265,88,completed,2012-07-02 01:38:45,2012-07-02 01:38:45
266,88,completed,2012-07-02 01:38:57,2012-07-02 01:38:57
267,88,completed,2012-07-02 01:39:07,2012-07-02 01:39:07
268,88,completed,2012-07-02 01:39:18,2012-07-02 01:39:18
269,88,completed,2012-07-02 01:39:28,2012-07-02 01:39:28
270,88,completed,2012-07-02 01:39:38,2012-07-02 01:39:38
271,88,completed,2012-07-02 01:39:52,2012-07-02 01:39:52
272,88,completed,2012-07-02 01:40:02,2012-07-02 01:40:02
273,88,completed,2012-07-02 01:40:13,2012-07-02 01:40:13
274,88,completed,2012-07-02 01:40:22,2012-07-02 01:40:22
275,88,completed,2012-07-02 01:40:31,2012-07-02 01:40:31
276,88,completed,2012-07-02 01:40:40,2012-07-02 01:40:40
277,88,completed,2012-07-02 01:40:49,2012-07-02 01:40:49
278,88,completed,2012-07-02 01:40:58,2012-07-02 01:40:58
279,88,completed,2012-07-02 01:41:07,2012-07-02 01:41:07
280,88,completed,2012-07-02 01:41:16,2012-07-02 01:41:16
281,88,completed,2012-07-02 01:41:25,2012-07-02 01:41:25
282,88,completed,2012-07-02 01:41:33,2012-07-02 01:41:33
283,88,completed,2012-07-02 01:41:42,2012-07-02 01:41:42
284,89,completed,2012-07-02 01:51:14,2012-07-02 01:51:14
285,89,completed,2012-07-02 01:52:11,2012-07-02 01:52:11
286,89,completed,2012-07-02 01:57:29,2012-07-02 01:57:29
290,89,completed,2012-07-02 02:18:20,2012-07-02 02:18:20
291,85,completed,2012-07-02 02:18:20,2012-07-02 02:18:20
292,89,completed,2012-07-02 02:20:17,2012-07-02 02:20:17
293,86,completed,2012-07-02 02:20:17,2012-07-02 02:20:17
294,89,completed,2012-07-02 02:27:02,2012-07-02 02:27:02
295,86,completed,2012-07-02 02:59:51,2012-07-02 02:59:51
296,89,completed,2012-07-02 02:59:51,2012-07-02 02:59:51
297,86,completed,2012-07-02 03:05:09,2012-07-02 03:05:09
298,89,completed,2012-07-02 03:05:09,2012-07-02 03:05:09
299,91,completed,2012-07-02 03:08:03,2012-07-02 03:08:03
300,91,completed,2012-07-02 03:08:48,2012-07-02 03:08:48
301,79,completed,2012-07-02 03:08:48,2012-07-02 03:08:48
302,89,completed,2012-07-02 03:15:24,2012-07-02 03:15:24
303,86,completed,2012-07-02 03:15:24,2012-07-02 03:15:24
304,89,completed,2012-07-02 03:18:29,2012-07-02 03:18:29
305,92,completed,2012-07-02 03:18:29,2012-07-02 03:18:29
306,90,completed,2012-07-02 03:18:37,2012-07-02 03:18:37
307,86,completed,2012-07-02 03:29:22,2012-07-02 03:29:22
308,89,completed,2012-07-02 03:29:22,2012-07-02 03:29:22
309,91,completed,2012-07-02 03:35:05,2012-07-02 03:35:05
310,91,completed,2012-07-02 03:35:05,2012-07-02 03:35:05
311,91,completed,2012-07-02 03:36:12,2012-07-02 03:36:12
312,91,completed,2012-07-02 03:36:12,2012-07-02 03:36:12
313,91,completed,2012-07-02 03:39:17,2012-07-02 03:39:17
314,90,completed,2012-07-02 03:39:17,2012-07-02 03:39:17
315,91,completed,2012-07-02 03:40:35,2012-07-02 03:40:35
316,90,completed,2012-07-02 03:40:35,2012-07-02 03:40:35
317,91,completed,2012-07-02 03:42:28,2012-07-02 03:42:28
318,93,completed,2012-07-02 03:42:28,2012-07-02 03:42:28
319,91,completed,2012-07-02 03:49:06,2012-07-02 03:49:06
320,90,completed,2012-07-02 03:49:06,2012-07-02 03:49:06
321,89,completed,2012-07-02 03:55:24,2012-07-02 03:55:24
322,86,completed,2012-07-02 03:55:24,2012-07-02 03:55:24
323,86,completed,2012-07-02 03:56:34,2012-07-02 03:56:34
324,89,completed,2012-07-02 03:56:34,2012-07-02 03:56:34
325,86,completed,2012-07-02 04:02:08,2012-07-02 04:02:08
326,89,completed,2012-07-02 04:02:08,2012-07-02 04:02:08
327,89,completed,2012-07-02 04:08:59,2012-07-02 04:08:59
328,86,completed,2012-07-02 04:08:59,2012-07-02 04:08:59
330,86,completed,2012-07-02 04:10:11,2012-07-02 04:10:11
331,89,completed,2012-07-02 04:10:11,2012-07-02 04:10:11
332,89,completed,2012-07-02 04:10:44,2012-07-02 04:10:44
333,86,completed,2012-07-02 04:10:44,2012-07-02 04:10:44
334,86,completed,2012-07-02 04:12:40,2012-07-02 04:12:40
335,89,completed,2012-07-02 04:59:30,2012-07-02 04:59:30
336,82,completed,2012-07-02 05:24:26,2012-07-02 05:24:26
337,79,completed,2012-07-02 05:24:26,2012-07-02 05:24:26
338,82,completed,2012-07-02 05:31:37,2012-07-02 05:31:37
339,86,completed,2012-07-02 21:51:46,2012-07-02 21:51:46
340,91,completed,2012-07-02 22:18:43,2012-07-02 22:18:43
341,90,completed,2012-07-02 22:18:43,2012-07-02 22:18:43
342,90,completed,2012-07-02 22:20:41,2012-07-02 22:20:41
343,91,completed,2012-07-02 22:20:41,2012-07-02 22:20:41
344,84,completed,2012-07-04 03:15:47,2012-07-04 03:15:47
345,82,completed,2012-07-04 03:15:47,2012-07-04 03:15:47
346,84,completed,2012-07-04 03:15:47,2012-07-04 03:15:47
347,82,completed,2012-07-04 03:15:47,2012-07-04 03:15:47
348,84,completed,2012-07-04 03:15:47,2012-07-04 03:15:47
349,82,completed,2012-07-04 03:15:47,2012-07-04 03:15:47
350,82,completed,2012-07-08 22:26:53,2012-07-08 22:26:53
351,82,completed,2012-07-08 23:13:30,2012-07-08 23:13:30
352,86,completed,2012-07-08 23:13:30,2012-07-08 23:13:30
353,82,completed,2012-07-08 23:13:30,2012-07-08 23:13:30
355,86,completed,2012-07-08 23:13:30,2012-07-08 23:13:30
356,82,completed,2012-07-08 23:13:30,2012-07-08 23:13:30
358,86,completed,2012-07-08 23:13:30,2012-07-08 23:13:30
359,82,completed,2012-07-08 23:15:08,2012-07-08 23:15:08
360,86,completed,2012-07-08 23:15:08,2012-07-08 23:15:08
362,82,completed,2012-07-08 23:15:08,2012-07-08 23:15:08
364,82,completed,2012-07-08 23:15:08,2012-07-08 23:15:08
365,86,completed,2012-07-08 23:15:08,2012-07-08 23:15:08
366,86,completed,2012-07-08 23:15:08,2012-07-08 23:15:08
367,82,completed,2012-07-08 23:19:13,2012-07-08 23:19:13
368,82,completed,2012-07-09 01:42:44,2012-07-09 01:42:44
369,82,completed,2012-07-09 01:42:59,2012-07-09 01:42:59
370,82,completed,2012-07-09 02:32:08,2012-07-09 02:32:08
371,82,completed,2012-07-09 02:33:01,2012-07-09 02:33:01
372,86,completed,2012-07-09 02:33:01,2012-07-09 02:33:01
373,91,completed,2012-07-09 03:35:46,2012-07-09 03:35:46
374,91,completed,2012-07-09 03:35:47,2012-07-09 03:35:47
375,91,completed,2012-07-09 03:36:13,2012-07-09 03:36:13
376,91,completed,2012-07-09 03:36:15,2012-07-09 03:36:15
377,91,completed,2012-07-09 03:37:00,2012-07-09 03:37:00
378,91,completed,2012-07-09 03:37:02,2012-07-09 03:37:02
379,91,completed,2012-07-09 03:38:58,2012-07-09 03:38:58
380,97,completed,2012-07-09 03:38:58,2012-07-09 03:38:58
381,91,completed,2012-07-09 03:38:59,2012-07-09 03:38:59
382,97,completed,2012-07-09 03:38:59,2012-07-09 03:38:59
383,91,completed,2012-07-09 03:39:00,2012-07-09 03:39:00
385,97,completed,2012-07-09 03:39:00,2012-07-09 03:39:00
386,91,completed,2012-07-09 03:48:13,2012-07-09 03:48:13
387,91,completed,2012-07-09 04:21:19,2012-07-09 04:21:19
388,97,completed,2012-07-09 04:21:19,2012-07-09 04:21:19
389,91,completed,2012-07-09 04:21:33,2012-07-09 04:21:33
390,97,completed,2012-07-09 04:21:33,2012-07-09 04:21:33
391,91,completed,2012-07-09 04:21:57,2012-07-09 04:21:57
392,97,completed,2012-07-09 04:21:57,2012-07-09 04:21:57
393,91,completed,2012-07-09 04:22:13,2012-07-09 04:22:13
394,97,completed,2012-07-09 04:22:13,2012-07-09 04:22:13
395,91,completed,2012-07-09 04:22:39,2012-07-09 04:22:39
396,97,completed,2012-07-09 04:22:39,2012-07-09 04:22:39
397,91,completed,2012-07-09 04:22:52,2012-07-09 04:22:52
398,97,completed,2012-07-09 04:22:52,2012-07-09 04:22:52
399,91,completed,2012-07-09 04:23:00,2012-07-09 04:23:00
400,97,completed,2012-07-09 04:23:00,2012-07-09 04:23:00
401,91,completed,2012-07-09 04:23:11,2012-07-09 04:23:11
402,91,completed,2012-07-09 04:23:22,2012-07-09 04:23:22
403,91,completed,2012-07-09 04:23:33,2012-07-09 04:23:33
404,91,completed,2012-07-09 04:23:44,2012-07-09 04:23:44
405,91,completed,2012-07-09 04:23:54,2012-07-09 04:23:54
406,91,completed,2012-07-09 04:24:04,2012-07-09 04:24:04
407,91,completed,2012-07-09 04:24:15,2012-07-09 04:24:15
408,91,completed,2012-07-09 04:24:24,2012-07-09 04:24:24
415,91,completed,2012-07-09 04:25:48,2012-07-09 04:25:48
416,97,completed,2012-07-09 04:25:48,2012-07-09 04:25:48
417,91,completed,2012-07-09 04:25:48,2012-07-09 04:25:48
418,97,completed,2012-07-09 04:25:48,2012-07-09 04:25:48
419,82,completed,2012-07-09 04:31:29,2012-07-09 04:31:29
420,103,completed,2012-07-09 04:31:29,2012-07-09 04:31:29
421,82,completed,2012-07-09 04:37:37,2012-07-09 04:37:37
422,103,completed,2012-07-09 04:37:37,2012-07-09 04:37:37
423,91,completed,2012-07-09 04:48:36,2012-07-09 04:48:36
424,97,completed,2012-07-09 04:48:36,2012-07-09 04:48:36
425,91,completed,2012-07-09 04:48:48,2012-07-09 04:48:48
426,97,completed,2012-07-09 04:48:48,2012-07-09 04:48:48
427,91,completed,2012-07-09 04:49:10,2012-07-09 04:49:10
428,97,completed,2012-07-09 04:49:10,2012-07-09 04:49:10
429,91,completed,2012-07-09 04:49:32,2012-07-09 04:49:32
430,97,completed,2012-07-09 04:49:32,2012-07-09 04:49:32
431,91,completed,2012-07-09 04:49:45,2012-07-09 04:49:45
432,97,completed,2012-07-09 04:49:45,2012-07-09 04:49:45
433,91,completed,2012-07-09 04:50:14,2012-07-09 04:50:14
434,97,completed,2012-07-09 04:50:14,2012-07-09 04:50:14
435,91,completed,2012-07-09 04:50:49,2012-07-09 04:50:49
436,97,completed,2012-07-09 04:50:49,2012-07-09 04:50:49
437,91,completed,2012-07-09 04:50:56,2012-07-09 04:50:56
438,97,completed,2012-07-09 04:50:56,2012-07-09 04:50:56
439,91,completed,2012-07-09 04:51:05,2012-07-09 04:51:05
440,97,completed,2012-07-09 04:51:05,2012-07-09 04:51:05
441,91,completed,2012-07-09 04:51:25,2012-07-09 04:51:25
442,97,completed,2012-07-09 04:51:25,2012-07-09 04:51:25
443,91,completed,2012-07-09 04:51:42,2012-07-09 04:51:42
444,97,completed,2012-07-09 04:51:42,2012-07-09 04:51:42
445,91,completed,2012-07-09 04:52:41,2012-07-09 04:52:41
446,97,completed,2012-07-09 04:52:41,2012-07-09 04:52:41
447,91,completed,2012-07-09 04:52:46,2012-07-09 04:52:46
448,97,completed,2012-07-09 04:52:46,2012-07-09 04:52:46
449,91,completed,2012-07-09 04:52:51,2012-07-09 04:52:51
450,97,completed,2012-07-09 04:52:51,2012-07-09 04:52:51
452,91,completed,2012-07-09 04:53:14,2012-07-09 04:53:14
453,97,completed,2012-07-09 04:53:14,2012-07-09 04:53:14
454,91,completed,2012-07-09 04:53:27,2012-07-09 04:53:27
455,97,completed,2012-07-09 04:53:27,2012-07-09 04:53:27
456,91,completed,2012-07-09 04:54:33,2012-07-09 04:54:33
457,97,completed,2012-07-09 04:54:33,2012-07-09 04:54:33
458,91,completed,2012-07-09 04:54:42,2012-07-09 04:54:42
459,97,completed,2012-07-09 04:54:42,2012-07-09 04:54:42
460,91,completed,2012-07-09 04:54:49,2012-07-09 04:54:49
461,97,completed,2012-07-09 04:54:49,2012-07-09 04:54:49
462,91,completed,2012-07-09 04:55:18,2012-07-09 04:55:18
463,97,completed,2012-07-09 04:55:18,2012-07-09 04:55:18
464,91,completed,2012-07-09 05:11:45,2012-07-09 05:11:45
465,97,completed,2012-07-09 05:11:45,2012-07-09 05:11:45
466,91,completed,2012-07-09 05:11:58,2012-07-09 05:11:58
467,97,completed,2012-07-09 05:11:58,2012-07-09 05:11:58
468,91,completed,2012-07-09 05:12:15,2012-07-09 05:12:15
469,97,completed,2012-07-09 05:12:15,2012-07-09 05:12:15
470,91,completed,2012-07-09 05:16:33,2012-07-09 05:16:33
471,97,completed,2012-07-09 05:16:33,2012-07-09 05:16:33
472,91,completed,2012-07-09 05:16:41,2012-07-09 05:16:41
473,97,completed,2012-07-09 05:16:41,2012-07-09 05:16:41
474,91,completed,2012-07-09 05:16:50,2012-07-09 05:16:50
475,97,completed,2012-07-09 05:16:50,2012-07-09 05:16:50
476,91,completed,2012-07-09 05:16:57,2012-07-09 05:16:57
477,97,completed,2012-07-09 05:16:57,2012-07-09 05:16:57
478,91,completed,2012-07-09 05:17:04,2012-07-09 05:17:04
479,97,completed,2012-07-09 05:17:04,2012-07-09 05:17:04
480,91,completed,2012-07-09 05:17:12,2012-07-09 05:17:12
481,97,completed,2012-07-09 05:17:12,2012-07-09 05:17:12
482,91,completed,2012-07-09 05:17:52,2012-07-09 05:17:52
483,97,completed,2012-07-09 05:17:52,2012-07-09 05:17:52
484,91,completed,2012-07-09 05:18:02,2012-07-09 05:18:02
485,97,completed,2012-07-09 05:18:02,2012-07-09 05:18:02
486,82,completed,2012-07-09 05:43:49,2012-07-09 05:43:49
487,83,completed,2012-07-09 05:43:49,2012-07-09 05:43:49
488,79,completed,2012-07-09 23:10:29,2012-07-09 23:10:29
489,91,completed,2012-07-09 23:10:29,2012-07-09 23:10:29
490,91,completed,2012-07-09 23:28:06,2012-07-09 23:28:06
491,97,completed,2012-07-09 23:28:06,2012-07-09 23:28:06
492,91,completed,2012-07-09 23:29:06,2012-07-09 23:29:06
493,79,completed,2012-07-09 23:29:06,2012-07-09 23:29:06
494,91,completed,2012-07-09 23:29:41,2012-07-09 23:29:41
495,79,completed,2012-07-09 23:29:41,2012-07-09 23:29:41
496,91,completed,2012-07-09 23:30:38,2012-07-09 23:30:38
497,79,completed,2012-07-09 23:30:38,2012-07-09 23:30:38
498,91,completed,2012-07-09 23:32:27,2012-07-09 23:32:27
499,91,completed,2012-07-09 23:32:27,2012-07-09 23:32:27
500,91,completed,2012-07-09 23:33:06,2012-07-09 23:33:06
501,105,completed,2012-07-09 23:33:06,2012-07-09 23:33:06
502,91,completed,2012-07-09 23:33:38,2012-07-09 23:33:38
503,79,completed,2012-07-09 23:33:38,2012-07-09 23:33:38
504,84,completed,2012-07-10 03:16:09,2012-07-10 03:16:09
505,82,completed,2012-07-10 03:16:09,2012-07-10 03:16:09
506,84,completed,2012-07-10 03:17:23,2012-07-10 03:17:23
507,82,completed,2012-07-10 03:17:23,2012-07-10 03:17:23
508,84,completed,2012-07-10 03:50:05,2012-07-10 03:50:05
509,82,completed,2012-07-10 03:50:05,2012-07-10 03:50:05
510,79,completed,2012-07-10 04:57:09,2012-07-10 04:57:09
511,82,completed,2012-07-10 04:57:09,2012-07-10 04:57:09
512,79,completed,2012-07-10 04:59:34,2012-07-10 04:59:34
513,82,completed,2012-07-10 04:59:34,2012-07-10 04:59:34
514,91,completed,2012-07-10 23:33:01,2012-07-10 23:33:01
515,91,completed,2012-07-10 23:33:17,2012-07-10 23:33:17
516,82,completed,2012-07-11 21:14:17,2012-07-11 21:14:17
517,82,completed,2012-07-11 21:14:20,2012-07-11 21:14:20
518,82,completed,2012-07-11 21:14:57,2012-07-11 21:14:57
519,82,completed,2012-07-11 21:15:00,2012-07-11 21:15:00
520,82,completed,2012-07-11 21:15:15,2012-07-11 21:15:15
521,82,completed,2012-07-11 21:15:16,2012-07-11 21:15:16
522,81,completed,2012-07-11 21:58:03,2012-07-11 21:58:03
523,81,completed,2012-07-11 21:58:05,2012-07-11 21:58:05
524,79,completed,2012-07-11 23:59:41,2012-07-11 23:59:41
525,82,completed,2012-07-11 23:59:46,2012-07-11 23:59:46
526,83,completed,2012-07-12 00:08:40,2012-07-12 00:08:40
527,82,completed,2012-07-12 00:08:44,2012-07-12 00:08:44
528,82,completed,2012-07-12 00:09:15,2012-07-12 00:09:15
529,83,completed,2012-07-12 00:09:36,2012-07-12 00:09:36
530,95,completed,2012-07-12 00:09:40,2012-07-12 00:09:40
531,83,completed,2012-07-12 00:10:00,2012-07-12 00:10:00
532,79,completed,2012-07-12 00:10:00,2012-07-12 00:10:00
533,83,completed,2012-07-12 00:10:23,2012-07-12 00:10:23
534,95,completed,2012-07-12 00:10:26,2012-07-12 00:10:26
535,91,completed,2012-07-12 00:11:18,2012-07-12 00:11:18
536,79,completed,2012-07-12 00:11:21,2012-07-12 00:11:21
537,91,completed,2012-07-12 00:12:35,2012-07-12 00:12:35
538,79,completed,2012-07-12 00:12:37,2012-07-12 00:12:37
539,91,completed,2012-07-12 00:13:06,2012-07-12 00:13:06
541,91,completed,2012-07-12 00:13:45,2012-07-12 00:13:45
542,79,completed,2012-07-12 00:13:48,2012-07-12 00:13:48
543,91,completed,2012-07-12 00:14:45,2012-07-12 00:14:45
544,79,completed,2012-07-12 00:14:48,2012-07-12 00:14:48
545,91,completed,2012-07-12 00:15:09,2012-07-12 00:15:09
546,79,completed,2012-07-12 00:15:13,2012-07-12 00:15:13
